user_id,age,gender,occupation,zipcode,registration_date,customer_segment
67,17,M,student,60402,2026-01-25,Standard
68,19,M,student,22904,2026-03-01,Premium
69,24,M,engineer,55337,2026-01-20,Premium
70,27,M,engineer,60067,2022-03-27,Standard
71,39,M,scientist,98034,2021-07-28,Premium
72,48,F,administrator,73034,2025-11-06,Premium
73,24,M,student,41850,2023-02-07,Gold
74,39,M,scientist,T8H1N,2024-10-08,Premium
75,24,M,entertainment,08816,2024-10-18,Gold
76,20,M,student,02215,2024-03-14,Standard
77,30,M,technician,29379,2025-12-03,Standard
78,26,M,administrator,61801,2022-05-15,Silver
79,39,F,administrator,03755,2023-07-22,Standard
80,34,F,administrator,52241,2023-10-17,Silver
81,21,M,student,21218,2022-05-19,Silver
82,50,M,programmer,22902,2022-08-06,Gold
83,40,M,other,44133,2025-11-09,Standard
84,32,M,executive,55369,2023-08-15,Premium
85,51,M,educator,20003,2022-12-27,Standard
86,26,M,administrator,46005,2025-08-18,Silver
87,47,M,administrator,89503,2025-10-30,Gold
88,49,F,librarian,11701,2021-09-11,Silver
89,43,F,administrator,68106,2025-12-19,Gold
90,60,M,educator,78155,2022-03-26,Premium
91,55,M,marketing,01913,2021-12-22,Gold
92,32,M,entertainment,80525,2025-06-28,Silver
93,48,M,executive,23112,2025-04-04,Gold
94,26,M,student,71457,2024-03-15,Standard
95,31,M,administrator,10707,2024-12-01,Silver
96,25,F,artist,75206,2023-02-19,Standard
97,43,M,artist,98006,2023-11-24,Silver
98,49,F,executive,90291,2024-09-20,Standard
99,20,M,student,63129,2025-06-19,Standard
100,36,M,executive,90254,2022-05-06,Silver
101,15,M,student,05146,2024-10-03,Gold
102,38,M,programmer,30220,2024-11-04,Premium
103,26,M,student,55108,2021-11-09,Silver
104,27,M,student,55108,2022-01-11,Gold
105,24,M,engineer,94043,2026-03-08,Silver
106,61,M,retired,55125,2025-06-03,Gold
107,39,M,scientist,60466,2022-07-13,Gold
108,44,M,educator,63130,2026-04-04,Standard
109,29,M,other,55423,2025-01-11,Standard
110,19,M,student,77840,2023-07-22,Silver
111,57,M,engineer,90630,2024-03-18,Silver
112,30,M,salesman,60613,2025-08-22,Gold
113,47,M,executive,95032,2022-03-13,Premium
114,27,M,programmer,75013,2026-04-02,Standard
115,31,M,engineer,17110,2021-09-08,Gold
116,40,M,healthcare,97232,2021-09-15,Gold
117,20,M,student,16125,2025-09-21,Standard
118,21,M,administrator,90210,2024-04-27,Silver
119,32,M,programmer,67401,2022-12-21,Silver
120,47,F,other,06260,2026-03-05,Standard
121,54,M,librarian,99603,2022-08-07,Silver
122,32,F,writer,22206,2024-05-12,Premium
123,48,F,artist,20008,2024-11-08,Gold
124,34,M,student,60615,2026-03-07,Standard
125,30,M,lawyer,22202,2025-05-09,Standard
126,28,F,lawyer,20015,2023-01-20,Premium
127,33,M,none,73439,2024-04-25,Silver
128,24,F,marketing,20009,2023-08-23,Premium
129,36,F,marketing,07039,2024-08-27,Standard
130,20,M,none,60115,2025-05-09,Gold
131,59,F,administrator,15237,2023-11-11,Standard
132,24,M,other,94612,2022-02-25,Standard
133,53,M,engineer,78602,2025-09-17,Standard
134,31,M,programmer,80236,2022-10-06,Standard
135,23,M,student,38401,2023-12-13,Gold
136,51,M,other,97365,2024-06-12,Premium
137,50,M,educator,84408,2024-09-02,Premium
138,46,M,doctor,53211,2026-01-28,Standard
139,20,M,student,08904,2024-12-13,Standard
140,30,F,student,32250,2025-02-09,Standard
141,49,M,programmer,36117,2024-07-31,Silver
142,13,M,other,48118,2021-12-03,Standard
143,42,M,technician,08832,2026-02-03,Gold
144,53,M,programmer,20910,2021-12-10,Premium
145,31,M,entertainment,V3N4P,2023-01-23,Silver
146,45,M,artist,83814,2023-06-27,Silver
147,40,F,librarian,02143,2025-01-27,Gold
148,33,M,engineer,97006,2023-02-15,Premium
149,35,F,marketing,17325,2025-01-18,Silver
150,20,F,artist,02139,2023-02-17,Standard
151,38,F,administrator,48103,2023-08-28,Standard
152,33,F,educator,68767,2023-08-26,Gold
153,25,M,student,60641,2023-06-26,Gold
154,25,M,student,53703,2024-04-16,Silver
155,32,F,other,11217,2025-10-28,Standard
156,25,M,educator,08360,2024-10-06,Standard
157,57,M,engineer,70808,2025-03-22,Gold
158,50,M,educator,27606,2022-02-26,Gold
159,23,F,student,55346,2024-08-09,Gold
160,27,M,programmer,66215,2026-03-30,Gold
161,50,M,lawyer,55104,2023-01-09,Standard
162,25,M,artist,15610,2022-12-03,Silver
163,49,M,administrator,97212,2024-11-01,Silver
164,47,M,healthcare,80123,2024-03-08,Premium
165,20,F,other,53715,2025-07-07,Silver
166,47,M,educator,55113,2022-04-27,Premium
167,37,M,other,L9G2B,2025-02-01,Silver
168,48,M,other,80127,2025-09-05,Silver
169,52,F,other,53705,2025-01-24,Silver
170,53,F,healthcare,30067,2021-08-26,Standard
171,48,F,educator,78750,2022-07-17,Premium
172,55,M,marketing,22207,2023-08-19,Gold
173,56,M,other,22306,2023-10-15,Premium
174,30,F,administrator,52302,2026-04-12,Silver
175,26,F,scientist,21911,2021-09-02,Gold
176,28,M,scientist,07030,2022-06-12,Standard
177,20,M,programmer,19104,2024-11-22,Silver
178,26,M,other,49512,2022-05-31,Gold
179,15,M,entertainment,20755,2023-11-30,Gold
180,22,F,administrator,60202,2024-04-11,Standard
181,26,M,executive,21218,2025-11-13,Silver
182,36,M,programmer,33884,2021-12-17,Premium
183,33,M,scientist,27708,2023-03-13,Standard
184,37,M,librarian,76013,2024-06-16,Premium
185,53,F,librarian,97403,2024-04-11,Gold
186,39,F,executive,00000,2022-05-13,Standard
187,26,M,educator,16801,2025-04-10,Gold
188,42,M,student,29440,2025-05-03,Silver
189,32,M,artist,95014,2022-03-18,Premium
190,30,M,administrator,95938,2021-09-27,Gold
191,33,M,administrator,95161,2022-09-14,Silver
192,42,M,educator,90840,2023-04-03,Silver
193,29,M,student,49931,2025-03-01,Silver
194,38,M,administrator,02154,2021-11-08,Gold
195,42,M,scientist,93555,2026-06-18,Gold
196,49,M,writer,55105,2025-07-12,Standard
197,55,M,technician,75094,2022-06-30,Silver
198,21,F,student,55414,2026-01-10,Standard
199,30,M,writer,17604,2024-07-14,Silver
200,40,M,programmer,93402,2022-07-24,Premium
201,27,M,writer,E2A4H,2026-01-19,Silver
202,41,F,educator,60201,2021-08-18,Standard
203,25,F,student,32301,2022-12-07,Silver
204,52,F,librarian,10960,2023-06-26,Premium
205,47,M,lawyer,06371,2023-12-30,Standard
206,14,F,student,53115,2025-01-03,Gold
207,39,M,marketing,92037,2021-10-05,Standard
208,43,M,engineer,01720,2024-05-08,Standard
209,33,F,educator,85710,2025-05-05,Silver
210,39,M,engineer,03060,2024-11-30,Premium
211,66,M,salesman,32605,2022-11-02,Gold
212,49,F,educator,61401,2023-03-01,Standard
213,33,M,executive,55345,2023-05-26,Silver
214,26,F,librarian,11231,2026-04-05,Gold
215,35,M,programmer,63033,2024-03-20,Silver
216,22,M,engineer,02215,2024-02-10,Premium
217,22,M,other,11727,2025-10-01,Gold
218,37,M,administrator,06513,2022-12-30,Standard
219,32,M,programmer,43212,2023-03-07,Silver
220,30,M,librarian,78205,2024-03-24,Silver
221,19,M,student,20685,2023-02-27,Gold
222,29,M,programmer,27502,2022-09-20,Premium
223,19,F,student,47906,2021-08-14,Silver
224,31,F,educator,43512,2022-05-13,Standard
225,51,F,administrator,58202,2024-08-06,Silver
226,28,M,student,92103,2024-05-22,Gold
227,46,M,executive,60659,2024-06-04,Gold
228,21,F,student,22003,2024-08-31,Silver
229,29,F,librarian,22903,2022-11-30,Gold
230,28,F,student,14476,2023-12-02,Standard
231,48,M,librarian,01080,2026-04-23,Gold
232,45,M,scientist,99709,2021-09-17,Premium
233,38,M,engineer,98682,2026-06-14,Silver
234,60,M,retired,94702,2025-08-28,Gold
235,37,M,educator,22973,2026-05-02,Standard
236,44,F,writer,53214,2024-02-29,Standard
237,49,M,administrator,63146,2024-03-23,Premium
238,42,F,administrator,44124,2025-08-09,Standard
239,39,M,artist,95628,2023-10-05,Gold
240,23,F,educator,20784,2026-07-13,Standard
241,26,F,student,20001,2024-06-01,Silver
242,33,M,educator,31404,2023-08-14,Gold
243,33,M,educator,60201,2024-10-01,Silver
244,28,M,technician,80525,2022-08-13,Standard
245,22,M,student,55109,2023-10-02,Standard
246,19,M,student,28734,2022-02-12,Premium
247,28,M,engineer,20770,2022-11-30,Premium
248,25,M,student,37235,2022-02-25,Standard
249,25,M,student,84103,2024-03-04,Gold
250,29,M,executive,95110,2023-12-07,Gold
251,28,M,doctor,85032,2025-08-28,Gold
252,42,M,engineer,07733,2023-01-24,Premium
253,26,F,librarian,22903,2025-04-23,Standard
254,44,M,educator,42647,2024-01-13,Premium
255,23,M,entertainment,07029,2024-04-13,Standard
256,35,F,none,39042,2025-12-10,Gold
257,17,M,student,77005,2024-09-08,Gold
258,19,F,student,77801,2022-03-07,Gold
259,21,M,student,48823,2022-07-23,Silver
260,40,F,artist,89801,2025-08-14,Silver
261,28,M,administrator,85202,2024-12-19,Premium
262,19,F,student,78264,2025-03-23,Premium
263,41,M,programmer,55346,2022-07-03,Silver
264,36,F,writer,90064,2021-08-19,Standard
265,26,M,executive,84601,2024-12-13,Gold
266,62,F,administrator,78756,2026-06-07,Standard
267,23,M,engineer,83716,2021-11-25,Gold
268,24,M,engineer,19422,2021-09-13,Premium
269,31,F,librarian,43201,2021-10-06,Gold
270,18,F,student,63119,2024-01-28,Standard
271,51,M,engineer,22932,2024-10-13,Premium
272,33,M,scientist,53706,2024-01-23,Silver
273,50,F,other,10016,2024-02-11,Silver
274,20,F,student,55414,2026-04-27,Gold
275,38,M,engineer,92064,2021-11-09,Standard
276,21,M,student,95064,2022-08-23,Premium
277,35,F,administrator,55406,2024-05-01,Gold
278,37,F,librarian,30033,2023-07-28,Gold
279,33,M,programmer,85251,2024-07-09,Standard
280,30,F,librarian,22903,2023-11-13,Standard
281,15,F,student,06059,2026-06-12,Silver
282,22,M,administrator,20057,2024-03-22,Premium
283,28,M,programmer,55305,2022-06-05,Silver
284,40,M,executive,92629,2021-11-29,Silver
285,25,M,programmer,53713,2022-05-05,Silver
286,27,M,student,15217,2023-03-13,Gold
287,21,M,salesman,31211,2022-08-15,Standard
288,34,M,marketing,23226,2022-01-24,Silver
289,11,M,none,94619,2025-04-16,Gold
290,40,M,engineer,93550,2023-03-01,Standard
291,19,M,student,44106,2026-03-05,Silver
292,35,F,programmer,94703,2025-08-24,Gold
293,24,M,writer,60804,2022-04-02,Gold
294,34,M,technician,92110,2022-07-06,Premium
295,31,M,educator,50325,2025-06-17,Silver
296,43,F,administrator,16803,2025-11-24,Gold
297,29,F,educator,98103,2024-10-10,Standard
298,44,M,executive,01581,2023-02-15,Standard
299,29,M,doctor,63108,2025-08-23,Gold
300,26,F,programmer,55106,2024-11-21,Premium
301,24,M,student,55439,2025-01-25,Premium
302,42,M,educator,77904,2026-06-21,Standard
303,19,M,student,14853,2023-11-11,Silver
304,22,F,student,71701,2022-10-05,Premium
305,23,M,programmer,94086,2025-06-28,Gold
306,45,M,other,73132,2023-12-26,Silver
307,25,M,student,55454,2024-02-11,Gold
308,60,M,retired,95076,2025-06-29,Silver
309,40,M,scientist,70802,2025-03-05,Premium
310,37,M,educator,91711,2024-05-18,Standard
311,32,M,technician,73071,2026-06-26,Gold
312,48,M,other,02110,2021-12-14,Silver
313,41,M,marketing,60035,2025-12-22,Standard
314,20,F,student,08043,2024-08-31,Gold
315,31,M,educator,18301,2026-02-28,Silver
316,43,F,other,77009,2024-04-17,Silver
317,22,M,administrator,13210,2026-05-10,Premium
318,65,M,retired,06518,2022-05-14,Standard
319,38,M,programmer,22030,2024-11-24,Premium
320,19,M,student,24060,2026-03-03,Premium
321,49,F,educator,55413,2021-12-13,Standard
322,20,M,student,50613,2023-11-17,Standard
323,21,M,student,19149,2021-09-23,Premium
324,21,F,student,02176,2025-10-02,Standard
325,48,M,technician,02139,2021-08-19,Gold
326,41,M,administrator,15235,2022-12-27,Silver
327,22,M,student,11101,2024-10-19,Silver
328,51,M,administrator,06779,2026-06-18,Premium
329,48,M,educator,01720,2024-04-16,Premium
330,35,F,educator,33884,2022-02-14,Standard
331,33,M,entertainment,91344,2022-08-09,Silver
332,20,M,student,40504,2021-12-06,Gold
333,47,M,other,V0R2M,2024-11-26,Gold
334,32,M,librarian,30002,2023-06-06,Gold
335,45,M,executive,33775,2023-12-06,Silver
336,23,M,salesman,42101,2022-02-18,Silver
337,37,M,scientist,10522,2025-12-19,Gold
338,39,F,librarian,59717,2026-05-21,Silver
339,35,M,lawyer,37901,2026-06-29,Premium
340,46,M,engineer,80123,2022-01-25,Standard
341,17,F,student,44405,2025-07-04,Gold
342,25,F,other,98006,2023-06-27,Silver
343,43,M,engineer,30093,2023-05-15,Premium
344,30,F,librarian,94117,2025-04-27,Gold
345,28,F,librarian,94143,2022-11-08,Silver
346,34,M,other,76059,2025-06-20,Gold
347,18,M,student,90210,2025-01-19,Gold
348,24,F,student,45660,2024-10-25,Gold
349,68,M,retired,61455,2026-01-11,Standard
350,32,M,student,97301,2021-11-19,Gold
351,61,M,educator,49938,2025-08-18,Standard
352,37,F,programmer,55105,2024-12-08,Gold
353,25,M,scientist,28480,2023-04-29,Premium
354,29,F,librarian,48197,2025-06-23,Premium
355,25,M,student,60135,2025-10-05,Premium
356,32,F,homemaker,92688,2022-04-25,Silver
357,26,M,executive,98133,2024-11-29,Gold
358,40,M,educator,10022,2022-02-12,Silver
359,22,M,student,61801,2024-09-14,Premium
360,51,M,other,98027,2025-07-23,Standard
361,22,M,student,44074,2024-05-23,Standard
362,35,F,homemaker,85233,2023-01-26,Silver
363,20,M,student,87501,2025-06-16,Gold
364,63,M,engineer,01810,2023-06-03,Gold
365,29,M,lawyer,20009,2026-04-06,Standard
366,20,F,student,50670,2026-05-09,Standard
367,17,M,student,37411,2024-03-30,Premium
368,18,M,student,92113,2024-02-16,Gold
369,24,M,student,91335,2022-07-29,Gold
370,52,M,writer,08534,2024-06-07,Premium
371,36,M,engineer,99206,2023-08-24,Gold
372,25,F,student,66046,2026-01-03,Gold
373,24,F,other,55116,2024-05-21,Silver
374,36,M,executive,78746,2023-07-16,Silver
375,17,M,entertainment,37777,2024-04-06,Gold
376,28,F,other,10010,2022-07-04,Standard
377,22,M,student,18015,2023-09-16,Premium
378,35,M,student,02859,2021-11-06,Gold
379,44,M,programmer,98117,2022-11-11,Gold
380,32,M,engineer,55117,2022-09-27,Gold
381,33,M,artist,94608,2021-07-25,Gold
382,45,M,engineer,01824,2022-07-03,Gold
383,42,M,administrator,75204,2025-11-18,Gold
384,52,M,programmer,45218,2024-10-14,Gold
385,36,M,writer,10003,2021-09-21,Premium
386,36,M,salesman,43221,2024-11-16,Premium
387,33,M,entertainment,37412,2022-06-24,Standard
388,31,M,other,36106,2025-09-19,Silver
389,44,F,writer,83702,2026-02-15,Premium
390,42,F,writer,85016,2022-09-08,Premium
391,23,M,student,84604,2022-09-18,Silver
392,52,M,writer,59801,2025-09-29,Standard
393,19,M,student,83686,2021-09-16,Gold
394,25,M,administrator,96819,2025-04-12,Premium
395,43,M,other,44092,2026-05-15,Standard
396,57,M,engineer,94551,2023-06-21,Standard
397,17,M,student,27514,2024-11-06,Premium
398,40,M,other,60008,2024-04-16,Premium
399,25,M,other,92374,2023-06-25,Standard
400,33,F,administrator,78213,2024-07-20,Silver
401,46,F,healthcare,84107,2023-11-16,Standard
402,30,M,engineer,95129,2022-09-11,Standard
403,37,M,other,06811,2025-12-24,Gold
404,29,F,programmer,55108,2025-09-30,Premium
405,22,F,healthcare,10019,2026-01-13,Gold
406,52,M,educator,93109,2023-06-12,Premium
407,29,M,engineer,03261,2024-06-16,Gold
408,23,M,student,61755,2024-11-18,Standard
409,48,M,administrator,98225,2024-12-04,Premium
410,30,F,artist,94025,2023-09-30,Silver
411,34,M,educator,44691,2023-02-02,Premium
412,25,M,educator,15222,2021-10-23,Gold
413,55,M,educator,78212,2024-01-02,Standard
414,24,M,programmer,38115,2021-11-02,Silver
415,39,M,educator,85711,2021-11-12,Silver
416,20,F,student,92626,2022-04-27,Silver
417,27,F,other,48103,2021-10-28,Premium
418,55,F,none,21206,2021-08-23,Silver
419,37,M,lawyer,43215,2025-05-28,Premium
420,53,M,educator,02140,2025-12-07,Gold
421,38,F,programmer,55105,2025-10-17,Premium
422,26,M,entertainment,94533,2025-06-29,Premium
423,64,M,other,91606,2024-11-19,Premium
424,36,F,marketing,55422,2023-08-02,Standard
425,19,M,student,58644,2024-07-20,Premium
426,55,M,educator,01602,2024-01-04,Gold
427,51,M,doctor,85258,2024-04-04,Gold
428,28,M,student,55414,2024-11-18,Premium
429,27,M,student,29205,2022-06-30,Premium
430,38,M,scientist,98199,2022-01-12,Silver
431,24,M,marketing,92629,2025-03-20,Standard
432,22,M,entertainment,50311,2022-10-20,Gold
433,27,M,artist,11211,2026-03-18,Premium
434,16,F,student,49705,2026-05-20,Premium
435,24,M,engineer,60007,2022-06-28,Silver
436,30,F,administrator,17345,2026-01-31,Standard
437,27,F,other,20009,2024-02-15,Standard
438,51,F,administrator,43204,2026-06-28,Silver
439,23,F,administrator,20817,2025-06-03,Silver
440,30,M,other,48076,2024-08-06,Premium
441,50,M,technician,55013,2026-03-17,Gold
442,22,M,student,85282,2025-07-11,Silver
443,35,M,salesman,33308,2021-08-13,Silver
444,51,F,lawyer,53202,2023-08-05,Premium
445,21,M,writer,92653,2025-12-12,Standard
446,57,M,educator,60201,2023-02-24,Gold
447,30,M,administrator,55113,2024-08-12,Silver
448,23,M,entertainment,10021,2026-03-04,Premium
449,23,M,librarian,55021,2026-03-20,Gold
450,35,F,educator,11758,2022-02-05,Gold
451,16,M,student,48446,2024-05-16,Premium
452,35,M,administrator,28018,2023-09-05,Premium
453,18,M,student,06333,2024-04-08,Gold
454,57,M,other,97330,2026-06-11,Silver
455,48,M,administrator,83709,2024-04-14,Standard
456,24,M,technician,31820,2026-03-29,Gold
457,33,F,salesman,30011,2022-05-18,Gold
458,47,M,technician,Y1A6B,2026-03-25,Premium
459,22,M,student,29201,2022-04-19,Standard
460,44,F,other,60630,2024-01-08,Silver
461,15,M,student,98102,2026-07-05,Premium
462,19,F,student,02918,2024-04-19,Standard
463,48,F,healthcare,75218,2022-11-28,Gold
464,60,M,writer,94583,2023-04-05,Premium
465,32,M,other,05001,2025-08-25,Premium
466,22,M,student,90804,2022-09-10,Gold
467,29,M,engineer,91201,2026-02-09,Premium
468,28,M,engineer,02341,2026-04-07,Gold
469,60,M,educator,78628,2024-10-06,Gold
470,24,M,programmer,10021,2025-04-28,Standard
471,10,M,student,77459,2023-05-15,Gold
472,24,M,student,87544,2023-08-11,Silver
473,29,M,student,94708,2026-04-07,Silver
474,51,M,executive,93711,2026-03-12,Premium
475,30,M,programmer,75230,2024-10-23,Premium
476,28,M,student,60440,2022-07-03,Silver
477,23,F,student,02125,2022-10-21,Silver
478,29,M,other,10019,2025-04-24,Premium
479,30,M,educator,55409,2022-09-15,Premium
480,57,M,retired,98257,2025-06-05,Standard
481,73,M,retired,37771,2022-01-31,Silver
482,18,F,student,40256,2022-08-28,Premium
483,29,M,scientist,43212,2026-03-17,Silver
484,27,M,student,21208,2026-04-07,Silver
485,44,F,educator,95821,2024-12-04,Silver
486,39,M,educator,93101,2022-03-29,Silver
487,22,M,engineer,92121,2024-04-04,Gold
488,48,M,technician,21012,2021-12-17,Premium
489,55,M,other,45218,2023-03-03,Premium
490,29,F,artist,V5A2B,2024-09-07,Gold
491,43,F,writer,53711,2022-10-20,Silver
492,57,M,educator,94618,2021-12-03,Premium
493,22,M,engineer,60090,2025-05-26,Gold
494,38,F,administrator,49428,2026-04-22,Gold
495,29,M,engineer,03052,2021-10-10,Silver
496,21,F,student,55414,2022-06-12,Silver
497,20,M,student,50112,2022-12-10,Standard
498,26,M,writer,55408,2023-11-02,Standard
499,42,M,programmer,75006,2024-11-04,Standard
500,28,M,administrator,94305,2023-06-26,Standard
501,22,M,student,10025,2024-12-25,Premium
502,22,M,student,23092,2023-11-21,Silver
503,50,F,writer,27514,2023-12-04,Standard
504,40,F,writer,92115,2023-08-01,Premium
505,27,F,other,20657,2024-06-08,Premium
506,46,M,programmer,03869,2022-08-22,Standard
507,18,F,writer,28450,2024-02-18,Silver
508,27,M,marketing,19382,2026-01-10,Premium
509,23,M,administrator,10011,2023-07-13,Gold
510,34,M,other,98038,2024-07-24,Premium
511,22,M,student,21250,2023-09-09,Premium
512,29,M,other,20090,2022-06-20,Silver
513,43,M,administrator,26241,2021-11-18,Premium
514,27,M,programmer,20707,2026-03-21,Standard
515,53,M,marketing,49508,2023-05-16,Standard
516,53,F,librarian,10021,2025-01-04,Standard
517,24,M,student,55454,2024-06-19,Standard
518,49,F,writer,99709,2023-02-09,Gold
519,22,M,other,55320,2026-03-31,Standard
520,62,M,healthcare,12603,2024-02-17,Standard
521,19,M,student,02146,2022-04-06,Silver
522,36,M,engineer,55443,2024-02-29,Gold
523,50,F,administrator,04102,2023-11-16,Premium
524,56,M,educator,02159,2024-11-19,Gold
525,27,F,administrator,19711,2021-09-26,Premium
526,30,M,marketing,97124,2024-12-16,Gold
527,33,M,librarian,12180,2025-02-08,Gold
528,18,M,student,55104,2025-11-07,Silver
529,47,F,administrator,44224,2024-03-22,Gold
530,29,M,engineer,94040,2024-09-21,Premium
531,30,F,salesman,97408,2023-10-09,Silver
532,20,M,student,92705,2022-06-30,Gold
533,43,M,librarian,02324,2024-11-03,Gold
534,20,M,student,05464,2023-07-20,Premium
535,45,F,educator,80302,2026-04-01,Standard
536,38,M,engineer,30078,2023-02-05,Silver
537,36,M,engineer,22902,2021-10-07,Premium
538,31,M,scientist,21010,2026-06-01,Premium
539,53,F,administrator,80303,2021-08-30,Silver
540,28,M,engineer,91201,2022-11-18,Standard
541,19,F,student,84302,2026-03-04,Premium
542,21,M,student,60515,2021-08-14,Premium
543,33,M,scientist,95123,2022-06-07,Standard
544,44,F,other,29464,2021-12-14,Premium
545,27,M,technician,08052,2025-03-19,Silver
546,36,M,executive,22911,2024-05-17,Silver
547,50,M,educator,14534,2023-10-20,Premium
548,51,M,writer,95468,2025-10-04,Silver
549,42,M,scientist,45680,2021-09-27,Gold
550,16,F,student,95453,2025-12-02,Premium
551,25,M,programmer,55414,2023-07-23,Standard
552,45,M,other,68147,2022-06-09,Premium
553,58,M,educator,62901,2021-10-21,Silver
554,32,M,scientist,62901,2026-05-15,Gold
555,29,F,educator,23227,2024-05-17,Standard
556,35,F,educator,30606,2026-04-20,Silver
557,30,F,writer,11217,2022-08-07,Standard
558,56,F,writer,63132,2025-02-08,Standard
559,69,M,executive,10022,2023-01-04,Standard
560,32,M,student,10003,2024-06-23,Silver
561,23,M,engineer,60005,2026-05-03,Premium
562,54,F,administrator,20879,2024-03-17,Premium
563,39,F,librarian,32707,2025-12-23,Premium
564,65,M,retired,94591,2023-08-01,Standard
565,40,M,student,55422,2022-08-03,Silver
566,20,M,student,14627,2025-11-23,Premium
567,24,M,entertainment,10003,2024-01-10,Silver
568,39,M,educator,01915,2021-08-01,Silver
569,34,M,educator,91903,2025-05-17,Gold
570,26,M,educator,14627,2022-05-17,Silver
571,34,M,artist,01945,2021-11-30,Standard
572,51,M,educator,20003,2024-11-15,Silver
573,68,M,retired,48911,2026-06-04,Premium
574,56,M,educator,53188,2024-10-28,Silver
575,33,M,marketing,46032,2024-10-04,Silver
576,48,M,executive,98281,2025-11-13,Gold
577,36,F,student,77845,2022-09-23,Premium
578,31,M,administrator,M7A1A,2022-03-08,Silver
579,32,M,educator,48103,2026-03-15,Silver
580,16,M,student,17961,2021-11-25,Silver
581,37,M,other,94131,2023-04-11,Premium
582,17,M,student,93003,2026-07-11,Gold
583,44,M,engineer,29631,2022-01-20,Standard
584,25,M,student,27511,2023-10-28,Premium
585,69,M,librarian,98501,2022-02-25,Premium
586,20,M,student,79508,2021-09-25,Gold
587,26,M,other,14216,2026-03-02,Standard
588,18,F,student,93063,2023-03-06,Standard
589,21,M,lawyer,90034,2021-12-24,Gold
590,50,M,educator,82435,2024-01-05,Silver
591,57,F,librarian,92093,2024-12-17,Silver
592,18,M,student,97520,2025-08-20,Silver
593,31,F,educator,68767,2024-07-05,Premium
594,46,M,educator,M4J2K,2024-02-25,Premium
595,25,M,programmer,31909,2022-12-09,Premium
596,20,M,artist,77073,2024-06-20,Gold
597,23,M,other,84116,2023-11-04,Gold
598,40,F,marketing,43085,2022-06-06,Standard
599,22,F,student,R3T5K,2025-11-16,Gold
600,34,M,programmer,02320,2026-05-10,Silver
